Item Id,Item URI,Title,Subject,Description,Dublin Core:Creator,Source,Dublin Core:Publisher,Dublin Core:Date,Dublin Core:Contributor,Dublin Core:Rights,Relation,Dublin Core:Format,Dublin Core:Language,Dublin Core:Type,Dublin Core:Identifier,Dublin Core:Coverage,Item Type Metadata:Text,Item Type Metadata:Transcription,Item Type Metadata:Local URL,Item Type Metadata:Original Format,Item Type Metadata:Physical Dimensions,Item Type Metadata:From,Item Type Metadata:To,Item Type Metadata:Number of Attachments,Item Type Metadata:URL,Item Type Metadata:Birth Date,Item Type Metadata:Birthplace,Item Type Metadata:Death Date,Item Type Metadata:Biographical Text,Item Type Metadata:Bibliography,Item Type Metadata:Journal Entry,Item Type Metadata:Footnotes,Item Type Metadata:Location,PDF Text:Text,tags,file,itemType,collection,public,featured
22171,https://georgeeliotarchive.org/items/show/22171,"Deane, Mr.",Character Name,"Lucy's father; a junior member of the firm of Guest & Co. ""A large but alert-looking man, with a type of physique to be seen in all ranks of English society — bald crown, red whiskers, full forehead, and general solidity without heaviness. You may see noblemen like Mr. Deane, and you may see grocers or day-labourers like him; but the keenness of his brown eyes was less common than his contour."" Starting life as a poor boy, he had made himself valuable to the firm of Guest & Co., had been given a share in the business and advanced rapidly. When the Tullivers lose their property he is kindly disposed towards them and finds a place in the warehouse for Tom Tulliver, and is pleased with Tom's success in business.",,The Mill on the Floss,,,,,"Deane, Mr.",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22106,https://georgeeliotarchive.org/items/show/22106,"Crake, Sir John",Character Name,Master of the harriers.,,The Mill on the Floss,,,,,"Crake, Sir John",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22056,https://georgeeliotarchive.org/items/show/22056,"Clint, Miss",Character Name,Maiden name of Mr. Wakem's wife.,,The Mill on the Floss,,,,,"Clint, Miss",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
21990,https://georgeeliotarchive.org/items/show/21990,"Carr, Mr.",Character Name,"An invalid who became childish, and was fed with a spoon for three years.",,The Mill on the Floss,,,,,"Carr, Mr.",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
21791,https://georgeeliotarchive.org/items/show/21791,"Beaton, Margaret",Character Name,Mr. Tulliver's mother's name.,,The Mill on the Floss,,,,,"Beaton, Margaret",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23805,https://georgeeliotarchive.org/items/show/23805,Yap,Pet Name,The Tulliver's white and brown terrier.,,The Mill on the Floss,,,,,Yap,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23563,https://georgeeliotarchive.org/items/show/23563,Tancred,Pet Name,Stephen Guest's bay horse.,,The Mill on the Floss,,,,,Tancred,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23471,https://georgeeliotarchive.org/items/show/23471,Sinbad,Pet Name,Lucy Deane's chestnut horse.,,The Mill on the Floss,,,,,Sinbad,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23381,https://georgeeliotarchive.org/items/show/23381,Sally,Character Name,Mrs. Pullet's maid.,,The Mill on the Floss,,,,,Sally,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23379,https://georgeeliotarchive.org/items/show/23379,Sally,Character Name,Mrs. Glegg's maid.,,The Mill on the Floss,,,,,Sally,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23324,https://georgeeliotarchive.org/items/show/23324,Riley,Character Name,"""Auctioneer and vallyer""; Mr. Tulliver's friend through whose advice Tom is sent to school to Mr. Stelling. ""Riley, you know—as can talk pretty nigh as well as if it was all wrote out for him, and knows a good lot o' words as don't mean much, so as you can't lay hold of 'em i' law ; and a good solid knowledge o' business, too.""",,The Mill on the Floss,,,,,Riley,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22915,https://georgeeliotarchive.org/items/show/22915,Martha,Character Name,Servant of the Tullivers.,,The Mill on the Floss,,,,,Martha,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22681,https://georgeeliotarchive.org/items/show/22681,Kezia,Character Name,"Mrs. Tulliver's good-hearted, bad-tempered housemaid, who is faithful to her mistress in time of trouble. ""Having declared her intention of staying till the master could get about again, 'wage or no wage,' she had found a certain recompense in keeping a strong hand over her mistress, scolding her for ' moithering ' herself, and going about all day without changing her cap, and looking as if she was 'mushed'. Altogether, this time of trouble was rather a Saturnalian time to Kezia: she could scold her betters with unreproved freedom."" ",,The Mill on the Floss,,,,,Kezia,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22523,https://georgeeliotarchive.org/items/show/22523,Harry,Character Name,A boy employed at Doricote Mill.,,The Mill on the Floss,,,,,Harry,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22505,https://georgeeliotarchive.org/items/show/22505,Gypsies,Character Name,"A band of Gypsies, encamped on Dunlow Common; Maggie Tulliver, unhappy and jealous of her cousin, Lucy Deane, runs away to join them and impress them with her superior knowledge. Maggie's adventure with the Gypsies is one of the incidents in Mill on the Fhss, which are partly autobiographic. George Eliot, in her childhood, had an experience with a band of Gypsies, though the details of her adventure may not have agreed with Maggie's. (See Deakin, Early Life of George Eliot, p. 18.) The Gypsies are mentioned also in the autobiographic poem, Brother and Sister.",,The Mill on the Floss,,,,,,,,,,,Gypsies,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22412,https://georgeeliotarchive.org/items/show/22412,Gell,Character Name,A young man who is taken into the firm of Guest & Co.,,The Mill on the Floss,,,,,Gell,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22256,https://georgeeliotarchive.org/items/show/22256,Eagre,Event,"The tidal wave on the River Floss, ""the rushing spring-tide, the awful Eagre, come up like a hungry monster."" The eagre, hygre, or bore, is a curious tidal wave found on the Trent (the ""Floss"") and noticeable on that river as far up as the town of Gainsborough (""St. Ogg's ""). Stark in his History and Antiquities of Gainsburgh, p. 522, says of it: ""A curious phenomenon is observed in the Trent called the Eagre or Hygre. At spring tide the water rises on the surface of the river to a height of from seven to eight feet and rolls on in a large mass from the mouth of the Trent, considerably above the bridge. On account of the obstructions it meets with before it gets to Gainsburgh, the Eagre is some what diminished in size, but a few miles below the town it has a grand appearance."" At the time of the fall
equinox the Eagre is some times unusually high. For a description and picture of the Eagre during a very high equinoctial tide, see W. H. Wheeler, Aeger in the Rivers Trent and Ouse, in Nature, vol. 73, pp. 29-30.",,The Mill on the Floss,,,,,,,,,,,Eagre,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22210,https://georgeeliotarchive.org/items/show/22210,Dolly,Character Name,Servant of the Gleggs.,,The Mill on the Floss,,,,,Dolly,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
21933,https://georgeeliotarchive.org/items/show/21933,Bucks,Character Name,One of Bob Jakin's imaginary acquaintances; a lady with a cork leg.,,The Mill on the Floss,,,,,Bucks,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
21832,https://georgeeliotarchive.org/items/show/21832,Bincome,Character Name,Former owner of Pivart's farm.,,The Mill on the Floss,,,,,Bincome,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23630,https://georgeeliotarchive.org/items/show/23630,"Torry, Miss",Character Name,,,The Mill on the Floss,,,,,"Torry, Miss",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23601,https://georgeeliotarchive.org/items/show/23601,"Tilt, Mr.",Character Name,,,The Mill on the Floss,,,,,"Tilt, Mr.",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23139,https://georgeeliotarchive.org/items/show/23139,Partridge,Character Name,,,The Mill on the Floss,,,,,,,,,,,Partridge,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23006,https://georgeeliotarchive.org/items/show/23006,"Moss, Baby",Character Name,,,The Mill on the Floss,,,,,"Moss, Baby",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22159,https://georgeeliotarchive.org/items/show/22159,"Darleigh, Squire",Character Name,,,The Mill on the Floss,,,,,"Darleigh, Squire",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
21953,https://georgeeliotarchive.org/items/show/21953,Buxton,Character Name,,,The Mill on the Floss,,,,,,,,,,,Buxton,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
21929,https://georgeeliotarchive.org/items/show/21929,Brumley,Character Name,,,The Mill on the Floss,,,,,Brumley,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
21928,https://georgeeliotarchive.org/items/show/21928,"Brumby, Dick",Character Name,,,The Mill on the Floss,,,,,"Brumby, Dick",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
21812,https://georgeeliotarchive.org/items/show/21812,Ben,Character Name,,,The Mill on the Floss,,,,,Ben,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22904,https://georgeeliotarchive.org/items/show/22904,"""Markis O' Granby""",Fictional Place,"""Markis O' Granby""^^The former name of ""Dickison's"", Basset.",,The Mill on the Floss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22446,https://georgeeliotarchive.org/items/show/22446,"""Golden Lion""",Fictional Place,"""Golden Lion""^^Inn at St. Ogg's, where Mr. Tulliver meets and pays his creditors.",,The Mill on the Floss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
21839,https://georgeeliotarchive.org/items/show/21839,"""Black Swan""",Fictional Place,"""Black Swan""^^Public house at King's Lorton frequented by Mr. Poulter.",,The Mill on the Floss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23758,https://georgeeliotarchive.org/items/show/23758,"Wesley, Mr. (Hist.)",Historical Name,A great Methodist preacher whom Dinah Morris had seen and heard when she was a little girl. John Wesley (1703-91).,,The Mill on the Floss,,,,,"Wesley, Mr. (Hist.)",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23081,https://georgeeliotarchive.org/items/show/23081,"""Old Goggles""",Item,Name given to Mr. Jacobs by the boys in his school.,,The Mill on the Floss,,,,,"""Old Goggles""",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22954,https://georgeeliotarchive.org/items/show/22954,"""Messenger""",Item,Newspaper.,,The Mill on the Floss,,,,,,,,,,,"""Messenger""",,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22706,https://georgeeliotarchive.org/items/show/22706,"""Laceham Courier""",Item,Newspaper.,,The Mill on the Floss,,,,,,,,,,,"""Laceham Courier""",,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23801,https://georgeeliotarchive.org/items/show/23801,Wylde,Character Name,Counsellor.,,The Mill on the Floss,,,,,Wylde,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23786,https://georgeeliotarchive.org/items/show/23786,Winship,Character Name,Auctioneer.,,The Mill on the Floss,,,,,Winship,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23608,https://georgeeliotarchive.org/items/show/23608,Toby,Pet Name,A mongrel dog.,,The Mill on the Floss,,,,,Toby,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23605,https://georgeeliotarchive.org/items/show/23605,Timpson,Character Name,Mr. Stelling's father-in-law.,,The Mill on the Floss,,,,,Timpson,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23554,https://georgeeliotarchive.org/items/show/23554,Swing,Character Name,"Mr. Stelling impresses Mr. Tulliver by telling him several stories about ""Swing"". ""Captain Swing "" was the name signed to various threatening letters which in 1830 and shortly thereafter were written to farmers who were beginning to use agricultural machinery. The ""Swing"" letters preceded cases of incendiarism or other outrages, principally against users of agricultural machinery.",,The Mill on the Floss,,,,,,,,,,,Swing,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23540,https://georgeeliotarchive.org/items/show/23540,Stowe,Character Name,An employee of Guest & Co.,,The Mill on the Floss,,,,,Stowe,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23539,https://georgeeliotarchive.org/items/show/23539,Stott,Character Name,Formerly housekeeper for Mr. Tulliver's dead brother.,,The Mill on the Floss,,,,,Stott,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23511,https://georgeeliotarchive.org/items/show/23511,Spouncer,Character Name,A schoolmate with whom Tom Tulliver fights.,,The Mill on the Floss,,,,,Spouncer,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23016,https://georgeeliotarchive.org/items/show/23016,Mumps,Pet Name,"Bob Jakin's ""bull-terrier of brindled coat and defiant aspect"".",,The Mill on the Floss,,,,,Mumps,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22980,https://georgeeliotarchive.org/items/show/22980,Minny,Pet Name,"Lucy Deane's King charles spaniel, a gift from Tom Tulliver.",,The Mill on the Floss,,,,,Minny,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22805,https://georgeeliotarchive.org/items/show/22805,Lolo,Pet Name,Dog.,,The Mill on the Floss,,,,,Lolo,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22645,https://georgeeliotarchive.org/items/show/22645,Jetsome,Character Name,"A young and worthless protégé of Lawyer Wakem's, who is put in charge of Dorlcote Mill after Mr. Tulliver's death.",,The Mill on the Floss,,,,,Jetsome,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23611,https://georgeeliotarchive.org/items/show/23611,Tofton Ferry,Item,Tofton Ferry,,The Mill on the Floss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23384,https://georgeeliotarchive.org/items/show/23384,Salt,Item,"Supercargo of the vessel which takes out Bob Jakin's and Tom Tulliver's ventures; ""a briny chap.""",,The Mill on the Floss,,,,,Salt,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23633,https://georgeeliotarchive.org/items/show/23633,Torry's Mill,Fictional Place,Torry's Mill^^Mill where Bob Jakin earns his first ten sovereigns by extinguishing a fire.,,The Mill on the Floss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23625,https://georgeeliotarchive.org/items/show/23625,Torby,Fictional Place,"Torby^^A town on the Floss, below St. Ogg's, at which Stephen Guest proposes to land when he and Maggie are carried down the river.",,The Mill on the Floss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23612,https://georgeeliotarchive.org/items/show/23612,Tofton Road,Fictional Place,Tofton Road^^The road leaidng out of St. Ogg's toward which Mrs. Glegg's front windowns look.,,The Mill on the Floss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23610,https://georgeeliotarchive.org/items/show/23610,Tofton,Fictional Place,"Tofton^^A village on the Floss, very near St. Ogg's, close to which Tom and Maggie Tulliver are drowned. The original of Tofton may have been Morton, a village on the Trent (""Floss"") about one mile north of Gainsborough ("" St. Ogg's ""). (See article by John W. Fraser in Bookman (Lond.), voL 9, p. 55.)",,The Mill on the Floss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23375,https://georgeeliotarchive.org/items/show/23375,St. Ursula,Fictional Place,St. Ursula^^Parish.,,The Mill on the Floss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23371,https://georgeeliotarchive.org/items/show/23371,St. Ogg's,Fictional Place,"St. Ogg's^^Town on the Floss; the scene of much of the story of The Mill on the Floss. ""St Ogg's--that venerable town with the red-fluted roofs and the broad warehouse gables, where the black ships unlade themselves of their burthens from the far north, and carry away, in exchange, the precious inland products, the well-crushed cheese and the soft fleeces . . ."" ""It is one of those old, old towns which impress one as a continuation and outgrowth of nature, as much as the nests of the bower-birds or the winding galleries of the white ants ; a town, which carries the traces of its long growth and history like a millennial tree, and has sprung up and developed in the same spot between the river and the low hill from the time when the Roman legions turned their backs on it from the camp on the hillside, and the long-haired sea-kings came up the river and looked with fierce, eager eyes at the fatness of the land. It is a town 'familiar with forgotten years'."" The original of St. Ogg's is the town of Gainsborough, in Lincolnshire, on the River Trent (the ""Floss"").",,The Mill on the Floss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23352,https://georgeeliotarchive.org/items/show/23352,Round Pool,Fictional Place,"Round Pool^^The favourite fishing spot of Tom and Maggie Tulliver. ""That wonderful pool, which floods had made a long while ago: no one knew how deep it was; nd it was mysterious, too, that it should be almost a perfect round, framed in with willows and tall reeds, so that the water was only to be seen when you got close to the brink."" A pool in the fields back of Griff House, the childhood home of George Eliot and her brother Isaac, was the original of the Round Pool where Tom and Maggie fished. (See Parkinson, Scenes, p. 14.)",,The Mill on the Floss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23328,https://georgeeliotarchive.org/items/show/23328,River Street,Fictional Place,River Street^^The street in St. Ogg's where the warehouse offices of Guest and Co. are located.,,The Mill on the Floss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23326,https://georgeeliotarchive.org/items/show/23326,Ripple,Fictional Place,"Ripple^^The tributary of the Floss, on which Dorlcote Mill actually stood. ""How lovely the little river is, with its dark, changing wavelets! It seems to me like a living companion while I wander along the bank and listen to its low placid voice, as to the voice of one who is deaf and loving."" ",,The Mill on the Floss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23307,https://georgeeliotarchive.org/items/show/23307,Red Deeps,Fictional Place,"Red Deeps^^The place near Dorlcote Mill where Maggie Tulliver and Philip Wakem, her lover, meet. ""Just where this line of bank sloped down again to the level, a by-road turned off and led to the other side of the rise, where it was broken into very capricious hollows and mounds by the working of an exhausted stone-quarry—so long exhausted that both mounds and hollows were now clothed with brambles and trees, and here and there by a stretch of grass which a few sheep kept close-nibbled."" A little valley between Nuneaton and Griff House called Griff Bottoms or Griff Hollows was the original of the ""Red Deeps"".",,The Mill on the Floss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23151,https://georgeeliotarchive.org/items/show/23151,Pelley's Bank,Fictional Place,Pelley's Bank,,The Mill on the Floss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23129,https://georgeeliotarchive.org/items/show/23129,Park House,Fictional Place,Park House^^The home of the Guest family in St. Ogg's.,,The Mill on the Floss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23085,https://georgeeliotarchive.org/items/show/23085,Old Topping,Fictional Place,Old Topping^^Borough.,,The Mill on the Floss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23082,https://georgeeliotarchive.org/items/show/23082,"Old Hall, St. Ogg's",Fictional Place,"Old Hall, St. Ogg's^^The scene of the bazaar which is the culmination of Maggie Tulliver's social career. ""It was the Normans who began to build that fine old hall, which is like the town telling of the thoughts and hands of widely-sundered generations; but it is all so old that we look with loving pardon at its inconsistencies, and are well content that they who built the stone oriel, and they who built the Gothic facade and towers of finest small brickwork with the refoil ornament, and the windows and battlements defined with stone, did not sacrilegiously pull down the ancient half-timbered body, with its oak - roofed banqueting-hall."" ""The fine old hall, with its open roof and carved oaken rafters, and great oaken foldingdoors, and light shed down from a height on the many-coloured show beneath: a very quaint place, with broad faded stripes painted on the walls, and here and there a show of heraldic animals of a bristly, long-snouted character, the cherished emblems of a noble family once the seigniors of this now civic hall. A grand arch, cut in the upper wall at one end, surmounted an oaken orchestra, with an open room behind it . . . Near the great arch over the orchestra was the stone oriel with painted glass, which was one of the venerable inconsistencies of the old hall."" The original of the Old Hall, St. Ogg's, is the Old Hall, Gainsborough, the ancient residence of the lords of the manor of Gainsburgh, an interesting specimen of an old baronial hall. (For a history and description of this building, which is still standing, see Stark, History and Antiquities of Gainsburgh.)",,The Mill on the Floss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
23014,https://georgeeliotarchive.org/items/show/23014,Mudport,Fictional Place,Mudport^^Town where Maggie Tulliver and Stephen Guest part after their flight.,,The Mill on the Floss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22850,https://georgeeliotarchive.org/items/show/22850,Luckreth,Fictional Place,"Luckreth^^A village on the River Floss, which maggie and Stephen pass when they leave St. Ogg's together. It has been suggested that the original of Luckreth was Stockwith, a village on the Trent (""Floss ""), about three and one-half miles north of Gainsborough (""St. Oggs ""). (See article by John F. Fraser in the Bookman (London), vol. 9, p. 55.)",,The Mill on the Floss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22782,https://georgeeliotarchive.org/items/show/22782,Lindum,Fictional Place,Lindum^^Town near St. Ogg's. The original of Lindum was Lincoln.,,The Mill on the Floss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22705,https://georgeeliotarchive.org/items/show/22705,Laceham,Fictional Place,"Laceham^^Town on the Floss, where Maggie Tulliver and her cousin Lucy are sent to boarding school, and where, later, Bob Jakin and Tom Tulliver get the lace goods with which they trade. The original of Laceham was Nottingham, noted for its lace manufacture.",,The Mill on the Floss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22686,https://georgeeliotarchive.org/items/show/22686,King's Lorton,Fictional Place,King's Lorton^^The rural parish where Mr. Stelling is in charge when Tom Tulliver is sent to school to him.,,The Mill on the Floss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22677,https://georgeeliotarchive.org/items/show/22677,"Kennel Yard, St. Ogg's",Fictional Place,"Kennel Yard, St. Ogg's^^The place where one of Bob Jakin's friends who owns ferrets lives.",,The Mill on the Floss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22399,https://georgeeliotarchive.org/items/show/22399,Garum Firs,Fictional Place,"Garum Firs^^The farm belonging to Mr. and Mrs. Pullet, where Tom and Maggie Tulliver and Lucy Deane visit, and where Maggie pushes Lucy into the pond. ""All the farmyard life was wonderful there--bantams, speckled and top-knotted; Friesland hens, with their feathers all turned the wrong way; guinea-fowls that flew and screamed and dropped their pretty-spotted feathers; pouter-pigeons and a tame magpie; nay, a goat, and a wonderful brindled dog, half mastiff, half bull-dog, as large as a lion. Then there were white railings and white gates all about, and glittering weathercocks of various design, and garden-walks paved with pebbles in beautiful patterns —nothing was quite
common at Garum Firs: and Tom thought that the unusual size of the toads there was simply due to the general unusualness which characterized uncle Pullet's possessions as a gentleman farmer. Toads who paid rent were naturally leaner. As for the house, it was not less remarkable: it had a receding centre, and two wings with battlemented turrets, and was covered with glittering white stucco.""",,The Mill on the Floss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22398,https://georgeeliotarchive.org/items/show/22398,Garum,Fictional Place,Garum^^The rich parish in which Mr. and Mrs. Pullet reside.,,The Mill on the Floss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22337,https://georgeeliotarchive.org/items/show/22337,Floss,Fictional Place,"Floss^^River at St. Ogg's near which Mr. Tulliver's mill is situated. "" A wide plain, where the broadening Floss hurries on
between its green banks to the sea, and the loving tide, rushing to meet it, checks its passage with an impetuous embrace. On this mighty tide the black ships--laden with the fresh-scented fir planks, with rounded sacks of oil-bearing seed, or with the dark glitter of coal-are borne along to the town of St. Ogg's, which shows its aged, fluted red roofs and the broad gables of its wharves between the low wooded hill and the river brink, tinging the water with a soft purple hue under the transient glance of this February sun... Just by the red-roofed town the tributary Ripple flows with a lively current into the Floss."" As children Tom and Maggie Tulliver play along the Ripple and Floss, and later Maggie, Lucy Deane, and Stephen Guest go boatmg on it. The trading ships that carry Tom's venture
in Laceham goods sail down the Floss, and when Stephen Guest and Maggie go away together they are rowing on the river. When the great flood in September endangers the mill, Maggie rescues Tom in her rowboat, and it is in the swollen Floss that the two are drowned. The original of the Floss is the River Trent, on which the town of Gainsborough (the original of ""St. Ogg's"") is situated. The Trent is particularly liable to flooding in that region, and various destructive floods of the kind described in the catastrophe of ""Mill on the Floss"" have occurred in the neighbourhood of Gainsborough. The worst of these was the flood of 1770, referred to in the strory as having taken place 60 years before that in which Tom and Maggie perish.",,The Mill on the Floss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22321,https://georgeeliotarchive.org/items/show/22321,Firniss's (Miss) Boarding School,Fictional Place,Firniss's (Miss) Boarding School^^The school at Laceham which Maggie Tulliver and her cousin Lucy attend.,,The Mill on the Floss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22246,https://georgeeliotarchive.org/items/show/22246,Dunlow Common,Fictional Place,Dunlow Common^^The place where Maggie Tulliver hopes to find the gypsies when she runs away to them.,,The Mill on the Floss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
