"Item Id","Item URI","Dublin Core:Title","Dublin Core:Subject","Dublin Core:Description","Dublin Core:Creator","Dublin Core:Source","Dublin Core:Publisher","Dublin Core:Date","Dublin Core:Contributor","Dublin Core:Rights","Dublin Core:Relation","Dublin Core:Format","Dublin Core:Language","Dublin Core:Type","Dublin Core:Identifier","Dublin Core:Coverage","Item Type Metadata:Text","Item Type Metadata:Transcription","Item Type Metadata:Local URL","Item Type Metadata:Original Format","Item Type Metadata:Physical Dimensions","Item Type Metadata:From","Item Type Metadata:To","Item Type Metadata:Number of Attachments","Item Type Metadata:URL","Item Type Metadata:Birth Date","Item Type Metadata:Birthplace","Item Type Metadata:Death Date","Item Type Metadata:Biographical Text","Item Type Metadata:Bibliography","Item Type Metadata:Journal Entry","Item Type Metadata:Footnotes","Item Type Metadata:Location","PDF Text:Text",tags,file,itemType,collection,public,featured
29362,https://georgeeliotarchive.org/items/show/29362,"Wyvern^^ Lady","Character Name","Wife of Lord Wyvern.",,"<em>Felix Holt^^ the Radical</em>",,,,,"Wyvern^^ Lady",,,Text,https://georgeeliotarchive.org/items/show/23802,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29361,https://georgeeliotarchive.org/items/show/29361,"Wyvern^^ Lord","Character Name","One of the Transomes' neighbours.",,"<em>Felix Holt^^ the Radical</em>",,,,,"Wyvern^^ Lord",,,Text,https://georgeeliotarchive.org/items/show/23803,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29360,https://georgeeliotarchive.org/items/show/29360,Bazley,"Character Name","Lord Brackenshaw's agent.",,"<em>Daniel Deronda</em>",,,,,Bazley,,,Text,https://georgeeliotarchive.org/items/show/21788,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29359,https://georgeeliotarchive.org/items/show/29359,Blenny,"Character Name","A former tenant of Offendene.",,"<em>Daniel Deronda</em>",,,,,Blenny,,,Text,https://georgeeliotarchive.org/items/show/21848,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29358,https://georgeeliotarchive.org/items/show/29358,Brewitt,"Character Name","Blacksmith^^ fond of his trade.",,"<em>Daniel Deronda</em>",,,,,Brewitt,,,Text,https://georgeeliotarchive.org/items/show/21899,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29357,https://georgeeliotarchive.org/items/show/29357,Criterion,"Pet Name","A saddle-horse belonging to Grandcourt which Gwendolen Harleth rides.",,"<em>Daniel Deronda</em>",,,,,Criterion,,,Text,https://georgeeliotarchive.org/items/show/22123,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29356,https://georgeeliotarchive.org/items/show/29356,Fetch,"Pet Name","Mr. Grandcourt's jealous liver-coloured water-spaniel.",,"<em>Daniel Deronda</em>",,,,,Fetch,,,Text,https://georgeeliotarchive.org/items/show/22306,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29355,https://georgeeliotarchive.org/items/show/29355,Fluff,"Pet Name","Maltese dog belonging to Grandcourt.",,"<em>Daniel Deronda</em>",,,,,Fluff,,,Text,https://georgeeliotarchive.org/items/show/22339,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29354,https://georgeeliotarchive.org/items/show/29354,Gawcome,"Character Name","One of the lessees of the collieries near Gadsmere.",,"<em>Daniel Deronda</em>",,,,,Gawcome,,,Text,https://georgeeliotarchive.org/items/show/22410,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29353,https://georgeeliotarchive.org/items/show/29353,Goodwin,"Character Name","Member of the Philosopher's Club; a wood-inlayer^^ ""well-build^^ open-faced^^ pleasant-voiced.""",,"<em>Daniel Deronda</em>",,,,,Goodwin,,,Text,https://georgeeliotarchive.org/items/show/22450,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29352,https://georgeeliotarchive.org/items/show/29352,"Grapnell &amp; Co.","Fictional Place","The firm whose failure swallows up all of Mrs. Davilow's money.",,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/22468,,"Grapnell & Co.",,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29351,https://georgeeliotarchive.org/items/show/29351,Hermione,"Character Name","Character from the ""Winter's Tale"" which Gwendolen Harleth represents in private theatricals at Offendene.",,"<em>Daniel Deronda</em>",,,,,Hermione,,,Text,https://georgeeliotarchive.org/items/show/22546,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29350,https://georgeeliotarchive.org/items/show/29350,"Baden-Baden (Real)","Real Place","Baden-Baden (Real)^^German spa. A beautifully situated watering-place at the entrance to the Black Forest.",,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/21742,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29349,https://georgeeliotarchive.org/items/show/29349,"Blackfriars Bridge (Real)","Real Place","Blackfriars Bridge (Real)^^A bridge over the Thames.",,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/21841,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29348,https://georgeeliotarchive.org/items/show/29348,"Brompton (Real)","Real Place","Brompton (Real)^^The part of London in which Mordecai Cohen and his sister live after they find each other. A section in the west part of London^^ including the South Kensington Museums.",,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/21915,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29347,https://georgeeliotarchive.org/items/show/29347,"Chelsea (Real)","Real Place","Chelsea (Real)^^Part of London where the Meyricks life. A residential part of London on the north bank of the Thames. George Eliot herself dwelt there during the last few weeks of her life.",,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/22021,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29346,https://georgeeliotarchive.org/items/show/29346,"Crystal Palace^^ London (Real)","Real Place","Crystal Palace^^ London (Real)^^The place where Ezra Cohen and his mother once saw the Emperor and Empress. The Crystal Palace^^ at Sydenham^^ 6 miles south of London Bridge^^ is a huge exhibition hall^^ a reconstruction of the one designed by Sir Joseph Paxton for the Exhibition of 1851^^ in Hyde Park. Napoleon III and Eugenie visited the Crystal Palace of Sydenham in 1855.",,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/22140,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29345,https://georgeeliotarchive.org/items/show/29345,"Dover (Real)","Real Place","Dover (Real)^^An English port on the strait of Dover^^ a principal part for the packet service to the Continent.",,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/22225,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29344,https://georgeeliotarchive.org/items/show/29344,"Dresden (Real)","Real Place","Dresden (Real)^^A German city^^ capital of Saxony.",,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/22234,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29343,https://georgeeliotarchive.org/items/show/29343,"Frankfort (Real)","Real Place","Frankfort (Real)^^The German city where Daniel Deronda attends services in the old synagogue of the Orthodox Jews and is seen by his grandfather's friend Joseph Kalonymos. Frankfort-am-Main^^ a German city with an important Jewish population^^ including a group of ultra-Orthodox Jews.",,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/22357,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29342,https://georgeeliotarchive.org/items/show/29342,"Gottingen (Real)","Real Place","Gottingen (Real)^^One of the places where Mordecai Cohen had studied. A university town in Hanover^^ Germany.",,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/22454,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29341,https://georgeeliotarchive.org/items/show/29341,"Grosvenor Place (Real)","Real Place","Grosvenor Place (Real)^^Street in London where the Klesmers live. Grosvenor Place^^ a fine residence street just west of Buckingham Palace Gardens.",,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/22487,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29340,https://georgeeliotarchive.org/items/show/29340,"Grosvenor Square (Real)","Real Place","Grosvenor Square (Real)^^The square in London where the Grandcourts live. One of the most fashionable and aristocratic squares in London^^ a little east of Hyde Park.",,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/22488,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29339,https://georgeeliotarchive.org/items/show/29339,"Hamburg (Real)","Real Place","Hamburg (Real)^^City where Mirah Cohen had once lived and where her brother Mordecai had studied. The free city of Hamburg^^ on the Elbe^^ in Germany.",,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/22517,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29338,https://georgeeliotarchive.org/items/show/29338,"Holborn (Real)","Real Place","Holborn (Real)^^A street in London near which the Cohens' pawnshop is located.",,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/22571,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29337,https://georgeeliotarchive.org/items/show/29337,"Judengabbe (Real)","Real Place","Judengabbe (Real)^^A street in Frankfort which Daniel Deronda explores.",,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/22663,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29336,https://georgeeliotarchive.org/items/show/29336,"Kew Bridge (Real)","Real Place","Kew Bridge (Real)^^The bridge over the Thames^^ under which Daniel Deronda rows just before he first sees Mirah Cohen.",,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/22678,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29335,https://georgeeliotarchive.org/items/show/29335,"Kew Gardens (Real)","Real Place","Kew Gardens (Real)^^The place near which Daniel Deronda rescues Mirah Cohen when she is attempting to drown herself in the Thames. Kew Gardnes^^ the Royal Botanic Gardens^^ on the Thames^^ about sixteen miles from London.",,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/22679,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29334,https://georgeeliotarchive.org/items/show/29334,"Knightsbridge (Real)","Real Place","Knightsbridge (Real)^^A street in London out of which Mirah Cohen has just turned when she sees her father following her.",,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/22698,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29333,https://georgeeliotarchive.org/items/show/29333,"Lambeth (Real)","Real Place","Lambeth (Real)^^The part of London where Mirah Cohen had lived with her mother. A metropolitan borough of London^^ on the south bank of the Thames.",,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/22719,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29332,https://georgeeliotarchive.org/items/show/29332,"Mainz (Real)","Real Place","Mainz (Real)^^The city in Germany where Joseph Kalonymos' banking establishment is located; Daniel Deronda goes there to get his grandfather's papers from Kalonymos. Mainz (or Mayance)^^ on the Rhine just below the confluence of the Main and the Rhine.",,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/22885,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29331,https://georgeeliotarchive.org/items/show/29331,"Marble Arch (Real)","Real Place","Marble Arch (Real)^^Spot near which Mirah Cohen first sees her father when he returns to London. The Marble Arch^^ a triumphal arch^^ erected in 1828 in front of Buckingham Palace and removed about 1850 to its present site at the northeast corner of Hyde Park.",,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/22897,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29330,https://georgeeliotarchive.org/items/show/29330,"Marseilles (Real)","Real Place","Marseilles (Real)^^French Mediterranean port from which the Grandcourts start on their yachting trip.",,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/22910,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29329,https://georgeeliotarchive.org/items/show/29329,"National Gallery^^ London (Real)","Real Place","National Gallery^^ London (Real)^^One of the places in which Mordecai Cohen frequently lingers^^ hoping to fnd in the portraits a type of a great Jewish leader.",,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/23034,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29328,https://georgeeliotarchive.org/items/show/29328,"Park Lane (Real)","Real Place","Park Lane (Real)^^The street in London where Sir Hugo Mallinger lives.",,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/23130,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29327,https://georgeeliotarchive.org/items/show/29327,"Pesth (Real)","Real Place","Pesth (Real)^^One of the cities where Mirah Cohen and her father^^ Lapidoth^^ had been. Pesth^^ now part of Budapest^^ the capital of Hungary (formed by the union of Buda and Pesth in 1873)^^ was at the time of Daniel Deronda a separate city.",,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/23169,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29326,https://georgeeliotarchive.org/items/show/29326,"Putney (Real)","Real Place","Putney (Real)^^Place on the Thames where Daniel Deronda had a boat. A village on the Thames six miles from London.",,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/23276,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29325,https://georgeeliotarchive.org/items/show/29325,"Rabbinische Schule (Real)","Real Place","Rabbinische Schule (Real)^^The synagogue of the orthodox Jews in Frankfort where Daniel Deronda attends a service and is seen by his grandfather's old friend^^ Joseph Kalonymos. The Synagogue Beth Tefillah Jeschurun^^ in the Schutzenstrasse^^ built by the Israelitische Religionsgesellschaft in 1853^^ was^^ at the time of Daniel Deronda (1866)^^ the only large synagogue of the orthodox Jews in Frankfort.",,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/23288,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29324,https://georgeeliotarchive.org/items/show/29324,"Richmond Bridge (Real)","Real Place","Richmond Bridge (Real)^^Bridge over the Thames under which Daniel Deronda rows shortly before he rescues Mirah Cohen from drowning.",,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/23319,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29323,https://georgeeliotarchive.org/items/show/29323,"Rotten Row (Real)","Real Place","Rotten Row (Real)^^Gwendolen^^ riding with Grandcourt in Rotten Row^^ sees Mrs. Glasher watching her. Rotten Row^^ the track for riders on the south side of Hyde Park^^ extending from Hyde Park corner to Kensington. Probably so called after the rotten soil of which it is composed^^ though other etymologies have been suggested.",,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/23351,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29322,https://georgeeliotarchive.org/items/show/29322,"Schuster Strasse (Real)","Real Place","Schuster Strasse (Real)^^The street in Mainz^^ where Joseph Kalonymos' banking house is located. This is the Schuster Gasse.",,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/23439,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29321,https://georgeeliotarchive.org/items/show/29321,"Spezia (Real)","Real Place","Spezia (Real)^^An important maritime town of Italy^^ on the Bay of Spezia^^ fifty miles southeast of Genoa.",,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/23503,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29320,https://georgeeliotarchive.org/items/show/29320,"Thames (Real)","Real Place","Thames (Real)^^The river on which Daniel Deronda frequently rows^^ and from which he rescues Mirah Cohen when she tries to drown herself. The Thames^^ which is the most important river in England^^ divides London in two portions. A stretch of the river above London extending to Hampton Court is a favourite place for boating excursions.",,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/23578,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29319,https://georgeeliotarchive.org/items/show/29319,"Theatre Francais^^ Paris (Real)","Real Place","Theatre Francais^^ Paris (Real)^^The French national theatre^^ founded 1681^^ under the name Comedie francaise; the name Theatre francais dates from about 1791.",,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/23579,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29318,https://georgeeliotarchive.org/items/show/29318,"Trastavere (Real)","Real Place","Trastavere (Real)^^A quarter in Rome^^ now inhabited largely by the working classes; it includes the Janiculum.",,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/23655,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29317,https://georgeeliotarchive.org/items/show/29317,"Trieste (Real)","Real Place","Trieste (Real)^^Trieste^^ an important seaport on the Adriatic^^ at the time of Daniel Deronda belonging to Austria^^ but ceded to Italy^^ 1919.",,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/23665,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29316,https://georgeeliotarchive.org/items/show/29316,"Bellini^^ Aria From (Real)","Real Name","Song sung by Gwendolen Harleth. Vincenzo Bellini (1801-35)^^ a famous Italian operatic composer.",,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/21810,,"Bellini^^ Aria From (Real)",,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29315,https://georgeeliotarchive.org/items/show/29315,"Brussels (Real)","Real Name","Brussels (Real)",,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/21930,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29314,https://georgeeliotarchive.org/items/show/29314,"Cologne (Real)","Real Name","Cologne (Real)",,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/22078,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29313,https://georgeeliotarchive.org/items/show/29313,"Gretchen's Songs in Faust (Real)","Real Name","Songs^^ with Prince Radzivill's music^^ which Mirah Cohen sings to Klesmer when he is trying her voice. Anton Heinrich^^ Prince of Radziwill (1775-1883)^^ a player^^ singer^^ and composer whose best known work was his Compositions to Goethe's Dramatic Poem of Faust.",,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/22481,,"""Gretchen's Songs in Faust (Real)",,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29312,https://georgeeliotarchive.org/items/show/29312,"""Guardian"" (Real)","Real Name","A paper read by Mr. Gascoigne's family. The Guardian^^ London^^ first published 1846.",,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/22492,,"""Guardian"" (Real)",,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29311,https://georgeeliotarchive.org/items/show/29311,"""Herz^^ Mein Herz"" (Real)","Real Name","A song which Mirah Cohen is singing just as her father returns. ""Herz^^ mein Herz^^ warum so traurig^^"" a popular German song written by J. R. Wyss (1812)^^ with music by J. L. F. Gluck.",,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/22551,,"""Herz^^ Mein Herz"" (Real)",,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29310,https://georgeeliotarchive.org/items/show/29310,"""Ich Hab' Dich Geliebet Und Liebe Dich Noch"" (Real)","Real Name","A song by Heine to which Klesmer has set music of his own.",,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/22603,,"""Ich Hab' Dich Geliebet Und Liebe Dich Noch"" (Real)",,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29309,https://georgeeliotarchive.org/items/show/29309,"""Lascia Ch'io Planga"" (Real)","Real Name","Song which Mab Meyrick practices. An aria by Handel.",,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/22744,,"""Lascia Ch'io Planga"" (Real)",,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29308,https://georgeeliotarchive.org/items/show/29308,"""Otello^^ Gondolier's Song From"" (Real)","Real Name","The song which Daniel Deronda is singing on the Thames^^ just before he rescues Mirah Cohen from drowning. ""Otello^^"" an opera by Rossini^^ with libretto based on Shakespeare's play^^ Othello.",,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/23106,,"""Otello^^ Gondolier's Song From"" (Real)",,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29307,https://georgeeliotarchive.org/items/show/29307,"""Per Pieta non Dirmi Addio"" (Real)","Real Name","A song by Beethoven^^ which Mirah Cohen sings.",,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/23165,,"""Per Pieta non Dirmi Addio"" (Real)",,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29306,https://georgeeliotarchive.org/items/show/29306,"Regent Street^^ London (Real)","Real Name","Regent Street^^ London (Real)",,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/23315,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29305,https://georgeeliotarchive.org/items/show/29305,"""Sweet Echo"" (Real)","Real Name","A song^^ which the boy Daniel Deronda sings beautifully. ""Sweet Echo^^"" a favourite song in Milton's Comus^^ set to music by T. A. Arne.",,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/23553,,"""Sweet Echo"" (Real)",,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29304,https://georgeeliotarchive.org/items/show/29304,"""Times"" (Real)","Real Name","London newspaper.",,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/23603,,"""Times"" (Real)",,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29303,https://georgeeliotarchive.org/items/show/29303,"Brackenshaw Archery Club","Fictional Place","Brackenshaw Archery Club^^A select club where Gwendolen Harleth and Grandcourt first met.",,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/21885,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29302,https://georgeeliotarchive.org/items/show/29302,"Brackenshaw Castle","Fictional Place","Brackenshaw Castle^^Home of Lord Brackenshaw.",,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/21886,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29301,https://georgeeliotarchive.org/items/show/29301,Cambridge,"Fictional Place","Cambridge^^English university where Daniel Deronda and Hans Meyrick are fellow students.",,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/21976,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29300,https://georgeeliotarchive.org/items/show/29300,"Cardell Chase","Fictional Place","Cardell Chase^^A meeting place of the Brackenshaw Archery Club^^ where Gwendolen Harleth encounters Mrs. Glasher and learns of her relations with Grandcourt.",,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/21985,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29299,https://georgeeliotarchive.org/items/show/29299,"Coburg^^ The","Fictional Place","Coburg^^ The^^London theatre where Mirah's father Lapidoth had worked. This may be a reference to the real Coburg Theatre^^ Waterloo Bridge Road^^ Lambeth (opened 1818)^^ although before the period of Daniel Deronda its name had been changed^^ in 1833^^ to the Victoria Theatre.",,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/22061,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29298,https://georgeeliotarchive.org/items/show/29298,"Colman Street","Fictional Place","Colman Street^^Street in London where Mirah Cohen had lived as a child.",,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/22077,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29297,https://georgeeliotarchive.org/items/show/29297,Diplow,"Fictional Place",Diplow^^Hamlet.,,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/22199,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29296,https://georgeeliotarchive.org/items/show/29296,"Diplow Hall","Fictional Place","Diplow Hall^^Sir Hugo Mallinger's place in Wessex where Grandcourt is residing when he first meets Gwendolen Harleth.",,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/22200,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29295,https://georgeeliotarchive.org/items/show/29295,"Double Oak","Fictional Place","Double Oak^^A well-known point in Cardell Chase.",,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/22223,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29294,https://georgeeliotarchive.org/items/show/29294,Dudley,"Fictional Place",Dudley^^Town.,,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/22236,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
29293,https://georgeeliotarchive.org/items/show/29293,"Firs^^ The","Fictional Place","Firs^^ The^^Home of Mr. Quallon^^ the banker at Wanchester.",,"<em>Daniel Deronda</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/22322,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
